ENTIDAD,ANIO,VARIABLE,MES,VALOR,MES_NUM,FECHA_PROXY
HIDALGO,2017,Temperatura_Maxima,JUN,24.1,06,2017-06-15
JALISCO,2017,Temperatura_Maxima,JUN,29.5,06,2017-06-15
ESTADO DE MÉXICO,2017,Temperatura_Maxima,JUN,21.9,06,2017-06-15
MICHOACÁN,2017,Temperatura_Maxima,JUN,28.3,06,2017-06-15
MORELOS,2017,Temperatura_Maxima,JUN,28.0,06,2017-06-15
NAYARIT,2017,Temperatura_Maxima,JUN,33.8,06,2017-06-15
NUEVO LEÓN,2017,Temperatura_Maxima,JUN,30.8,06,2017-06-15
OAXACA,2017,Temperatura_Maxima,JUN,28.8,06,2017-06-15
PUEBLA,2017,Temperatura_Maxima,JUN,25.7,06,2017-06-15
QUERÉTARO,2017,Temperatura_Maxima,JUN,26.4,06,2017-06-15
QUINTANA ROO,2017,Temperatura_Maxima,JUN,33.5,06,2017-06-15
SAN LUIS POTOSÍ,2017,Temperatura_Maxima,JUN,29.3,06,2017-06-15
SINALOA,2017,Temperatura_Maxima,JUN,35.7,06,2017-06-15
SONORA,2017,Temperatura_Maxima,JUN,37.7,06,2017-06-15
TABASCO,2017,Temperatura_Maxima,JUN,34.5,06,2017-06-15
TAMAULIPAS,2017,Temperatura_Maxima,JUN,33.2,06,2017-06-15
TLAXCALA,2017,Temperatura_Maxima,JUN,21.8,06,2017-06-15
VERACRUZ,2017,Temperatura_Maxima,JUN,30.4,06,2017-06-15
YUCATÁN,2017,Temperatura_Maxima,JUN,34.8,06,2017-06-15
ZACATECAS,2017,Temperatura_Maxima,JUN,27.5,06,2017-06-15
AGUASCALIENTES,2017,Temperatura_Promedio,JUN,20.2,06,2017-06-15
BAJA CALIFORNIA,2017,Temperatura_Promedio,JUN,22.9,06,2017-06-15
BAJA CALIFORNIA SUR,2017,Temperatura_Promedio,JUN,24.9,06,2017-06-15
CAMPECHE,2017,Temperatura_Promedio,JUN,28.2,06,2017-06-15
COAHUILA,2017,Temperatura_Promedio,JUN,23.8,06,2017-06-15
COLIMA,2017,Temperatura_Promedio,JUN,27.1,06,2017-06-15
CHIAPAS,2017,Temperatura_Promedio,JUN,24.9,06,2017-06-15
CHIHUAHUA,2017,Temperatura_Promedio,JUN,22.9,06,2017-06-15
CIUDAD DE MÉXICO,2017,Temperatura_Promedio,JUN,17.6,06,2017-06-15
DURANGO,2017,Temperatura_Promedio,JUN,21.6,06,2017-06-15
GUANAJUATO,2017,Temperatura_Promedio,JUN,20.0,06,2017-06-15
GUERRERO,2017,Temperatura_Promedio,JUN,25.9,06,2017-06-15
HIDALGO,2017,Temperatura_Promedio,JUN,17.9,06,2017-06-15
JALISCO,2017,Temperatura_Promedio,JUN,23.3,06,2017-06-15
ESTADO DE MÉXICO,2017,Temperatura_Promedio,JUN,16.3,06,2017-06-15
MICHOACÁN,2017,Temperatura_Promedio,JUN,21.8,06,2017-06-15
MORELOS,2017,Temperatura_Promedio,JUN,22.6,06,2017-06-15
NAYARIT,2017,Temperatura_Promedio,JUN,27.8,06,2017-06-15
NUEVO LEÓN,2017,Temperatura_Promedio,JUN,24.0,06,2017-06-15
OAXACA,2017,Temperatura_Promedio,JUN,23.0,06,2017-06-15
PUEBLA,2017,Temperatura_Promedio,JUN,19.2,06,2017-06-15
QUERÉTARO,2017,Temperatura_Promedio,JUN,19.9,06,2017-06-15
QUINTANA ROO,2017,Temperatura_Promedio,JUN,27.5,06,2017-06-15
SAN LUIS POTOSÍ,2017,Temperatura_Promedio,JUN,23.5,06,2017-06-15
SINALOA,2017,Temperatura_Promedio,JUN,29.0,06,2017-06-15
SONORA,2017,Temperatura_Promedio,JUN,29.0,06,2017-06-15
TABASCO,2017,Temperatura_Promedio,JUN,28.7,06,2017-06-15
TAMAULIPAS,2017,Temperatura_Promedio,JUN,27.5,06,2017-06-15
TLAXCALA,2017,Temperatura_Promedio,JUN,15.7,06,2017-06-15
VERACRUZ,2017,Temperatura_Promedio,JUN,24.9,06,2017-06-15
YUCATÁN,2017,Temperatura_Promedio,JUN,28.2,06,2017-06-15
ZACATECAS,2017,Temperatura_Promedio,JUN,20.8,06,2017-06-15
AGUASCALIENTES,2018,Precipitacion,JUN,42.5,06,2018-06-15
BAJA CALIFORNIA,2018,Precipitacion,JUN,0.1,06,2018-06-15
BAJA CALIFORNIA SUR,2018,Precipitacion,JUN,0.1,06,2018-06-15
CAMPECHE,2018,Precipitacion,JUN,183.9,06,2018-06-15
CIUDAD DE MÉXICO,2018,Precipitacion,JUN,108.1,06,2018-06-15
COAHUILA,2018,Precipitacion,JUN,50.1,06,2018-06-15
COLIMA,2018,Precipitacion,JUN,88.9,06,2018-06-15
CHIAPAS,2018,Precipitacion,JUN,375.4,06,2018-06-15
CHIHUAHUA,2018,Precipitacion,JUN,31.2,06,2018-06-15
DURANGO,2018,Precipitacion,JUN,42.6,06,2018-06-15
GUANAJUATO,2018,Precipitacion,JUN,56.2,06,2018-06-15
GUERRERO,2018,Precipitacion,JUN,179.6,06,2018-06-15
HIDALGO,2018,Precipitacion,JUN,111.4,06,2018-06-15
JALISCO,2018,Precipitacion,JUN,137.7,06,2018-06-15
ESTADO DE MÉXICO,2018,Precipitacion,JUN,149.1,06,2018-06-15
MICHOACÁN,2018,Precipitacion,JUN,92.6,06,2018-06-15
MORELOS,2018,Precipitacion,JUN,145.5,06,2018-06-15
NAYARIT,2018,Precipitacion,JUN,92.5,06,2018-06-15
NUEVO LEÓN,2018,Precipitacion,JUN,147.7,06,2018-06-15
OAXACA,2018,Precipitacion,JUN,232.4,06,2018-06-15
PUEBLA,2018,Precipitacion,JUN,167.8,06,2018-06-15
QUERÉTARO,2018,Precipitacion,JUN,113.1,06,2018-06-15
QUINTANA ROO,2018,Precipitacion,JUN,168.2,06,2018-06-15
SAN LUIS POTOSÍ,2018,Precipitacion,JUN,142.8,06,2018-06-15
SINALOA,2018,Precipitacion,JUN,23.2,06,2018-06-15
SONORA,2018,Precipitacion,JUN,10.5,06,2018-06-15
TABASCO,2018,Precipitacion,JUN,341.9,06,2018-06-15
TAMAULIPAS,2018,Precipitacion,JUN,142.8,06,2018-06-15
TLAXCALA,2018,Precipitacion,JUN,139.5,06,2018-06-15
VERACRUZ,2018,Precipitacion,JUN,215.7,06,2018-06-15
YUCATÁN,2018,Precipitacion,JUN,132.2,06,2018-06-15
ZACATECAS,2018,Precipitacion,JUN,55.9,06,2018-06-15
AGUASCALIENTES,2018,Temperatura_Minima,JUN,12.9,06,2018-06-15
BAJA CALIFORNIA,2018,Temperatura_Minima,JUN,13.4,06,2018-06-15
BAJA CALIFORNIA SUR,2018,Temperatura_Minima,JUN,16.0,06,2018-06-15
CAMPECHE,2018,Temperatura_Minima,JUN,21.3,06,2018-06-15
COAHUILA,2018,Temperatura_Minima,JUN,16.4,06,2018-06-15
COLIMA,2018,Temperatura_Minima,JUN,19.7,06,2018-06-15
CHIAPAS,2018,Temperatura_Minima,JUN,19.5,06,2018-06-15
CHIHUAHUA,2018,Temperatura_Minima,JUN,13.9,06,2018-06-15
CIUDAD DE MÉXICO,2018,Temperatura_Minima,JUN,11.2,06,2018-06-15
DURANGO,2018,Temperatura_Minima,JUN,13.5,06,2018-06-15
GUANAJUATO,2018,Temperatura_Minima,JUN,13.1,06,2018-06-15
GUERRERO,2018,Temperatura_Minima,JUN,20.3,06,2018-06-15
HIDALGO,2018,Temperatura_Minima,JUN,11.4,06,2018-06-15
JALISCO,2018,Temperatura_Minima,JUN,15.8,06,2018-06-15
ESTADO DE MÉXICO,2018,Temperatura_Minima,JUN,10.3,06,2018-06-15
MICHOACÁN,2018,Temperatura_Minima,JUN,15.1,06,2018-06-15
MORELOS,2018,Temperatura_Minima,JUN,16.8,06,2018-06-15
NAYARIT,2018,Temperatura_Minima,JUN,20.8,06,2018-06-15
NUEVO LEÓN,2018,Temperatura_Minima,JUN,17.5,06,2018-06-15
OAXACA,2018,Temperatura_Minima,JUN,17.1,06,2018-06-15
PUEBLA,2018,Temperatura_Minima,JUN,12.8,06,2018-06-15
QUERÉTARO,2018,Temperatura_Minima,JUN,13.0,06,2018-06-15
QUINTANA ROO,2018,Temperatura_Minima,JUN,22.0,06,2018-06-15
SAN LUIS POTOSÍ,2018,Temperatura_Minima,JUN,17.3,06,2018-06-15
SINALOA,2018,Temperatura_Minima,JUN,21.3,06,2018-06-15
SONORA,2018,Temperatura_Minima,JUN,19.3,06,2018-06-15
TABASCO,2018,Temperatura_Minima,JUN,23.3,06,2018-06-15
TAMAULIPAS,2018,Temperatura_Minima,JUN,21.2,06,2018-06-15
TLAXCALA,2018,Temperatura_Minima,JUN,9.5,06,2018-06-15
VERACRUZ,2018,Temperatura_Minima,JUN,19.7,06,2018-06-15
YUCATÁN,2018,Temperatura_Minima,JUN,21.8,06,2018-06-15
ZACATECAS,2018,Temperatura_Minima,JUN,13.0,06,2018-06-15
AGUASCALIENTES,2018,Temperatura_Maxima,JUN,26.4,06,2018-06-15
BAJA CALIFORNIA,2018,Temperatura_Maxima,JUN,31.7,06,2018-06-15
BAJA CALIFORNIA SUR,2018,Temperatura_Maxima,JUN,33.3,06,2018-06-15
CAMPECHE,2018,Temperatura_Maxima,JUN,34.9,06,2018-06-15
COAHUILA,2018,Temperatura_Maxima,JUN,31.3,06,2018-06-15
COLIMA,2018,Temperatura_Maxima,JUN,33.6,06,2018-06-15
CHIAPAS,2018,Temperatura_Maxima,JUN,30.5,06,2018-06-15
CHIHUAHUA,2018,Temperatura_Maxima,JUN,31.6,06,2018-06-15
CIUDAD DE MÉXICO,2018,Temperatura_Maxima,JUN,23.4,06,2018-06-15
DURANGO,2018,Temperatura_Maxima,JUN,29.8,06,2018-06-15
GUANAJUATO,2018,Temperatura_Maxima,JUN,26.7,06,2018-06-15
GUERRERO,2018,Temperatura_Maxima,JUN,31.1,06,2018-06-15
HIDALGO,2018,Temperatura_Maxima,JUN,24.1,06,2018-06-15
JALISCO,2018,Temperatura_Maxima,JUN,29.5,06,2018-06-15
ESTADO DE MÉXICO,2018,Temperatura_Maxima,JUN,21.9,06,2018-06-15
MICHOACÁN,2018,Temperatura_Maxima,JUN,28.3,06,2018-06-15
MORELOS,2018,Temperatura_Maxima,JUN,28.0,06,2018-06-15
NAYARIT,2018,Temperatura_Maxima,JUN,33.8,06,2018-06-15
NUEVO LEÓN,2018,Temperatura_Maxima,JUN,30.8,06,2018-06-15
OAXACA,2018,Temperatura_Maxima,JUN,28.8,06,2018-06-15
PUEBLA,2018,Temperatura_Maxima,JUN,25.7,06,2018-06-15
QUERÉTARO,2018,Temperatura_Maxima,JUN,26.4,06,2018-06-15
QUINTANA ROO,2018,Temperatura_Maxima,JUN,33.5,06,2018-06-15
SAN LUIS POTOSÍ,2018,Temperatura_Maxima,JUN,29.3,06,2018-06-15
SINALOA,2018,Temperatura_Maxima,JUN,35.7,06,2018-06-15
SONORA,2018,Temperatura_Maxima,JUN,37.7,06,2018-06-15
TABASCO,2018,Temperatura_Maxima,JUN,34.5,06,2018-06-15
TAMAULIPAS,2018,Temperatura_Maxima,JUN,33.2,06,2018-06-15
TLAXCALA,2018,Temperatura_Maxima,JUN,21.8,06,2018-06-15
VERACRUZ,2018,Temperatura_Maxima,JUN,30.4,06,2018-06-15
YUCATÁN,2018,Temperatura_Maxima,JUN,34.8,06,2018-06-15
ZACATECAS,2018,Temperatura_Maxima,JUN,27.5,06,2018-06-15
AGUASCALIENTES,2018,Temperatura_Promedio,JUN,20.2,06,2018-06-15
BAJA CALIFORNIA,2018,Temperatura_Promedio,JUN,22.9,06,2018-06-15
BAJA CALIFORNIA SUR,2018,Temperatura_Promedio,JUN,24.9,06,2018-06-15
CAMPECHE,2018,Temperatura_Promedio,JUN,28.2,06,2018-06-15
COAHUILA,2018,Temperatura_Promedio,JUN,23.8,06,2018-06-15
COLIMA,2018,Temperatura_Promedio,JUN,27.1,06,2018-06-15
CHIAPAS,2018,Temperatura_Promedio,JUN,24.9,06,2018-06-15
CHIHUAHUA,2018,Temperatura_Promedio,JUN,22.9,06,2018-06-15
CIUDAD DE MÉXICO,2018,Temperatura_Promedio,JUN,17.6,06,2018-06-15
DURANGO,2018,Temperatura_Promedio,JUN,21.6,06,2018-06-15
GUANAJUATO,2018,Temperatura_Promedio,JUN,20.0,06,2018-06-15
GUERRERO,2018,Temperatura_Promedio,JUN,25.9,06,2018-06-15
HIDALGO,2018,Temperatura_Promedio,JUN,17.9,06,2018-06-15
JALISCO,2018,Temperatura_Promedio,JUN,23.3,06,2018-06-15
ESTADO DE MÉXICO,2018,Temperatura_Promedio,JUN,16.3,06,2018-06-15
MICHOACÁN,2018,Temperatura_Promedio,JUN,21.8,06,2018-06-15
MORELOS,2018,Temperatura_Promedio,JUN,22.6,06,2018-06-15
NAYARIT,2018,Temperatura_Promedio,JUN,27.8,06,2018-06-15
NUEVO LEÓN,2018,Temperatura_Promedio,JUN,24.0,06,2018-06-15
OAXACA,2018,Temperatura_Promedio,JUN,23.0,06,2018-06-15
PUEBLA,2018,Temperatura_Promedio,JUN,19.2,06,2018-06-15
QUERÉTARO,2018,Temperatura_Promedio,JUN,19.9,06,2018-06-15
QUINTANA ROO,2018,Temperatura_Promedio,JUN,27.5,06,2018-06-15
SAN LUIS POTOSÍ,2018,Temperatura_Promedio,JUN,23.5,06,2018-06-15
SINALOA,2018,Temperatura_Promedio,JUN,29.0,06,2018-06-15
SONORA,2018,Temperatura_Promedio,JUN,29.0,06,2018-06-15
TABASCO,2018,Temperatura_Promedio,JUN,28.7,06,2018-06-15
TAMAULIPAS,2018,Temperatura_Promedio,JUN,27.5,06,2018-06-15
TLAXCALA,2018,Temperatura_Promedio,JUN,15.7,06,2018-06-15
VERACRUZ,2018,Temperatura_Promedio,JUN,24.9,06,2018-06-15
YUCATÁN,2018,Temperatura_Promedio,JUN,28.2,06,2018-06-15
ZACATECAS,2018,Temperatura_Promedio,JUN,20.8,06,2018-06-15
AGUASCALIENTES,2019,Precipitacion,JUN,42.5,06,2019-06-15
BAJA CALIFORNIA,2019,Precipitacion,JUN,0.1,06,2019-06-15
BAJA CALIFORNIA SUR,2019,Precipitacion,JUN,0.1,06,2019-06-15
CAMPECHE,2019,Precipitacion,JUN,183.9,06,2019-06-15
CIUDAD DE MÉXICO,2019,Precipitacion,JUN,108.1,06,2019-06-15
COAHUILA,2019,Precipitacion,JUN,50.1,06,2019-06-15
COLIMA,2019,Precipitacion,JUN,88.9,06,2019-06-15
CHIAPAS,2019,Precipitacion,JUN,375.4,06,2019-06-15
CHIHUAHUA,2019,Precipitacion,JUN,31.2,06,2019-06-15
DURANGO,2019,Precipitacion,JUN,42.6,06,2019-06-15
GUANAJUATO,2019,Precipitacion,JUN,56.2,06,2019-06-15
GUERRERO,2019,Precipitacion,JUN,179.6,06,2019-06-15
HIDALGO,2019,Precipitacion,JUN,111.4,06,2019-06-15
JALISCO,2019,Precipitacion,JUN,137.7,06,2019-06-15
ESTADO DE MÉXICO,2019,Precipitacion,JUN,149.1,06,2019-06-15
MICHOACÁN,2019,Precipitacion,JUN,92.6,06,2019-06-15
MORELOS,2019,Precipitacion,JUN,145.5,06,2019-06-15
NAYARIT,2019,Precipitacion,JUN,92.5,06,2019-06-15
NUEVO LEÓN,2019,Precipitacion,JUN,147.7,06,2019-06-15
OAXACA,2019,Precipitacion,JUN,232.4,06,2019-06-15
PUEBLA,2019,Precipitacion,JUN,167.8,06,2019-06-15
QUERÉTARO,2019,Precipitacion,JUN,113.1,06,2019-06-15
QUINTANA ROO,2019,Precipitacion,JUN,168.2,06,2019-06-15
SAN LUIS POTOSÍ,2019,Precipitacion,JUN,142.8,06,2019-06-15
SINALOA,2019,Precipitacion,JUN,23.2,06,2019-06-15
SONORA,2019,Precipitacion,JUN,10.5,06,2019-06-15
TABASCO,2019,Precipitacion,JUN,341.9,06,2019-06-15
TAMAULIPAS,2019,Precipitacion,JUN,142.8,06,2019-06-15
TLAXCALA,2019,Precipitacion,JUN,139.5,06,2019-06-15
VERACRUZ,2019,Precipitacion,JUN,215.7,06,2019-06-15
YUCATÁN,2019,Precipitacion,JUN,132.2,06,2019-06-15
ZACATECAS,2019,Precipitacion,JUN,55.9,06,2019-06-15
AGUASCALIENTES,2019,Temperatura_Minima,JUN,12.9,06,2019-06-15
BAJA CALIFORNIA,2019,Temperatura_Minima,JUN,13.4,06,2019-06-15
BAJA CALIFORNIA SUR,2019,Temperatura_Minima,JUN,16.0,06,2019-06-15
CAMPECHE,2019,Temperatura_Minima,JUN,21.3,06,2019-06-15
COAHUILA,2019,Temperatura_Minima,JUN,16.4,06,2019-06-15
COLIMA,2019,Temperatura_Minima,JUN,19.7,06,2019-06-15
CHIAPAS,2019,Temperatura_Minima,JUN,19.5,06,2019-06-15
CHIHUAHUA,2019,Temperatura_Minima,JUN,13.9,06,2019-06-15
CIUDAD DE MÉXICO,2019,Temperatura_Minima,JUN,11.2,06,2019-06-15
DURANGO,2019,Temperatura_Minima,JUN,13.5,06,2019-06-15
GUANAJUATO,2019,Temperatura_Minima,JUN,13.1,06,2019-06-15
GUERRERO,2019,Temperatura_Minima,JUN,20.3,06,2019-06-15
HIDALGO,2019,Temperatura_Minima,JUN,11.4,06,2019-06-15
JALISCO,2019,Temperatura_Minima,JUN,15.8,06,2019-06-15
ESTADO DE MÉXICO,2019,Temperatura_Minima,JUN,10.3,06,2019-06-15
MICHOACÁN,2019,Temperatura_Minima,JUN,15.1,06,2019-06-15
MORELOS,2019,Temperatura_Minima,JUN,16.8,06,2019-06-15
NAYARIT,2019,Temperatura_Minima,JUN,20.8,06,2019-06-15
NUEVO LEÓN,2019,Temperatura_Minima,JUN,17.5,06,2019-06-15
OAXACA,2019,Temperatura_Minima,JUN,17.1,06,2019-06-15
PUEBLA,2019,Temperatura_Minima,JUN,12.8,06,2019-06-15
QUERÉTARO,2019,Temperatura_Minima,JUN,13.0,06,2019-06-15
QUINTANA ROO,2019,Temperatura_Minima,JUN,22.0,06,2019-06-15
SAN LUIS POTOSÍ,2019,Temperatura_Minima,JUN,17.3,06,2019-06-15
SINALOA,2019,Temperatura_Minima,JUN,21.3,06,2019-06-15
SONORA,2019,Temperatura_Minima,JUN,19.3,06,2019-06-15
TABASCO,2019,Temperatura_Minima,JUN,23.3,06,2019-06-15
TAMAULIPAS,2019,Temperatura_Minima,JUN,21.2,06,2019-06-15
TLAXCALA,2019,Temperatura_Minima,JUN,9.5,06,2019-06-15
VERACRUZ,2019,Temperatura_Minima,JUN,19.7,06,2019-06-15
YUCATÁN,2019,Temperatura_Minima,JUN,21.8,06,2019-06-15
ZACATECAS,2019,Temperatura_Minima,JUN,13.0,06,2019-06-15
AGUASCALIENTES,2019,Temperatura_Maxima,JUN,26.4,06,2019-06-15
BAJA CALIFORNIA,2019,Temperatura_Maxima,JUN,31.7,06,2019-06-15
BAJA CALIFORNIA SUR,2019,Temperatura_Maxima,JUN,33.3,06,2019-06-15
CAMPECHE,2019,Temperatura_Maxima,JUN,34.9,06,2019-06-15
COAHUILA,2019,Temperatura_Maxima,JUN,31.3,06,2019-06-15
COLIMA,2019,Temperatura_Maxima,JUN,33.6,06,2019-06-15
CHIAPAS,2019,Temperatura_Maxima,JUN,30.5,06,2019-06-15
CHIHUAHUA,2019,Temperatura_Maxima,JUN,31.6,06,2019-06-15
CIUDAD DE MÉXICO,2019,Temperatura_Maxima,JUN,23.4,06,2019-06-15
DURANGO,2019,Temperatura_Maxima,JUN,29.8,06,2019-06-15
GUANAJUATO,2019,Temperatura_Maxima,JUN,26.7,06,2019-06-15
GUERRERO,2019,Temperatura_Maxima,JUN,31.1,06,2019-06-15
HIDALGO,2019,Temperatura_Maxima,JUN,24.1,06,2019-06-15
JALISCO,2019,Temperatura_Maxima,JUN,29.5,06,2019-06-15
ESTADO DE MÉXICO,2019,Temperatura_Maxima,JUN,21.9,06,2019-06-15
MICHOACÁN,2019,Temperatura_Maxima,JUN,28.3,06,2019-06-15
MORELOS,2019,Temperatura_Maxima,JUN,28.0,06,2019-06-15
NAYARIT,2019,Temperatura_Maxima,JUN,33.8,06,2019-06-15
NUEVO LEÓN,2019,Temperatura_Maxima,JUN,30.8,06,2019-06-15
OAXACA,2019,Temperatura_Maxima,JUN,28.8,06,2019-06-15
PUEBLA,2019,Temperatura_Maxima,JUN,25.7,06,2019-06-15
QUERÉTARO,2019,Temperatura_Maxima,JUN,26.4,06,2019-06-15
QUINTANA ROO,2019,Temperatura_Maxima,JUN,33.5,06,2019-06-15
SAN LUIS POTOSÍ,2019,Temperatura_Maxima,JUN,29.3,06,2019-06-15
SINALOA,2019,Temperatura_Maxima,JUN,35.7,06,2019-06-15
SONORA,2019,Temperatura_Maxima,JUN,37.7,06,2019-06-15
TABASCO,2019,Temperatura_Maxima,JUN,34.5,06,2019-06-15
TAMAULIPAS,2019,Temperatura_Maxima,JUN,33.2,06,2019-06-15
TLAXCALA,2019,Temperatura_Maxima,JUN,21.8,06,2019-06-15
VERACRUZ,2019,Temperatura_Maxima,JUN,30.4,06,2019-06-15
YUCATÁN,2019,Temperatura_Maxima,JUN,34.8,06,2019-06-15
ZACATECAS,2019,Temperatura_Maxima,JUN,27.5,06,2019-06-15
AGUASCALIENTES,2019,Temperatura_Promedio,JUN,20.2,06,2019-06-15
BAJA CALIFORNIA,2019,Temperatura_Promedio,JUN,22.9,06,2019-06-15
BAJA CALIFORNIA SUR,2019,Temperatura_Promedio,JUN,24.9,06,2019-06-15
CAMPECHE,2019,Temperatura_Promedio,JUN,28.2,06,2019-06-15
COAHUILA,2019,Temperatura_Promedio,JUN,23.8,06,2019-06-15
COLIMA,2019,Temperatura_Promedio,JUN,27.1,06,2019-06-15
CHIAPAS,2019,Temperatura_Promedio,JUN,24.9,06,2019-06-15
CHIHUAHUA,2019,Temperatura_Promedio,JUN,22.9,06,2019-06-15
CIUDAD DE MÉXICO,2019,Temperatura_Promedio,JUN,17.6,06,2019-06-15
DURANGO,2019,Temperatura_Promedio,JUN,21.6,06,2019-06-15
GUANAJUATO,2019,Temperatura_Promedio,JUN,20.0,06,2019-06-15
GUERRERO,2019,Temperatura_Promedio,JUN,25.9,06,2019-06-15
HIDALGO,2019,Temperatura_Promedio,JUN,17.9,06,2019-06-15
JALISCO,2019,Temperatura_Promedio,JUN,23.3,06,2019-06-15
ESTADO DE MÉXICO,2019,Temperatura_Promedio,JUN,16.3,06,2019-06-15
MICHOACÁN,2019,Temperatura_Promedio,JUN,21.8,06,2019-06-15
MORELOS,2019,Temperatura_Promedio,JUN,22.6,06,2019-06-15
NAYARIT,2019,Temperatura_Promedio,JUN,27.8,06,2019-06-15
NUEVO LEÓN,2019,Temperatura_Promedio,JUN,24.0,06,2019-06-15
OAXACA,2019,Temperatura_Promedio,JUN,23.0,06,2019-06-15
PUEBLA,2019,Temperatura_Promedio,JUN,19.2,06,2019-06-15
QUERÉTARO,2019,Temperatura_Promedio,JUN,19.9,06,2019-06-15
QUINTANA ROO,2019,Temperatura_Promedio,JUN,27.5,06,2019-06-15
SAN LUIS POTOSÍ,2019,Temperatura_Promedio,JUN,23.5,06,2019-06-15
SINALOA,2019,Temperatura_Promedio,JUN,29.0,06,2019-06-15
SONORA,2019,Temperatura_Promedio,JUN,29.0,06,2019-06-15
TABASCO,2019,Temperatura_Promedio,JUN,28.7,06,2019-06-15
TAMAULIPAS,2019,Temperatura_Promedio,JUN,27.5,06,2019-06-15
TLAXCALA,2019,Temperatura_Promedio,JUN,15.7,06,2019-06-15
VERACRUZ,2019,Temperatura_Promedio,JUN,24.9,06,2019-06-15
YUCATÁN,2019,Temperatura_Promedio,JUN,28.2,06,2019-06-15
ZACATECAS,2019,Temperatura_Promedio,JUN,20.8,06,2019-06-15
AGUASCALIENTES,2020,Precipitacion,JUN,42.5,06,2020-06-15
BAJA CALIFORNIA,2020,Precipitacion,JUN,0.1,06,2020-06-15
BAJA CALIFORNIA SUR,2020,Precipitacion,JUN,0.1,06,2020-06-15
CAMPECHE,2020,Precipitacion,JUN,183.9,06,2020-06-15
CIUDAD DE MÉXICO,2020,Precipitacion,JUN,108.1,06,2020-06-15
COAHUILA,2020,Precipitacion,JUN,50.1,06,2020-06-15
COLIMA,2020,Precipitacion,JUN,88.9,06,2020-06-15
CHIAPAS,2020,Precipitacion,JUN,375.4,06,2020-06-15
CHIHUAHUA,2020,Precipitacion,JUN,31.2,06,2020-06-15
DURANGO,2020,Precipitacion,JUN,42.6,06,2020-06-15
GUANAJUATO,2020,Precipitacion,JUN,56.2,06,2020-06-15
GUERRERO,2020,Precipitacion,JUN,179.6,06,2020-06-15
HIDALGO,2020,Precipitacion,JUN,111.4,06,2020-06-15
JALISCO,2020,Precipitacion,JUN,137.7,06,2020-06-15
ESTADO DE MÉXICO,2020,Precipitacion,JUN,149.1,06,2020-06-15
MICHOACÁN,2020,Precipitacion,JUN,92.6,06,2020-06-15
MORELOS,2020,Precipitacion,JUN,145.5,06,2020-06-15
NAYARIT,2020,Precipitacion,JUN,92.5,06,2020-06-15
NUEVO LEÓN,2020,Precipitacion,JUN,147.7,06,2020-06-15
OAXACA,2020,Precipitacion,JUN,232.4,06,2020-06-15
PUEBLA,2020,Precipitacion,JUN,167.8,06,2020-06-15
QUERÉTARO,2020,Precipitacion,JUN,113.1,06,2020-06-15
QUINTANA ROO,2020,Precipitacion,JUN,168.2,06,2020-06-15
SAN LUIS POTOSÍ,2020,Precipitacion,JUN,142.8,06,2020-06-15
SINALOA,2020,Precipitacion,JUN,23.2,06,2020-06-15
SONORA,2020,Precipitacion,JUN,10.5,06,2020-06-15
TABASCO,2020,Precipitacion,JUN,341.9,06,2020-06-15
TAMAULIPAS,2020,Precipitacion,JUN,142.8,06,2020-06-15
TLAXCALA,2020,Precipitacion,JUN,139.5,06,2020-06-15
VERACRUZ,2020,Precipitacion,JUN,215.7,06,2020-06-15
YUCATÁN,2020,Precipitacion,JUN,132.2,06,2020-06-15
ZACATECAS,2020,Precipitacion,JUN,55.9,06,2020-06-15
AGUASCALIENTES,2020,Temperatura_Minima,JUN,12.9,06,2020-06-15
BAJA CALIFORNIA,2020,Temperatura_Minima,JUN,13.4,06,2020-06-15
BAJA CALIFORNIA SUR,2020,Temperatura_Minima,JUN,16.0,06,2020-06-15
CAMPECHE,2020,Temperatura_Minima,JUN,21.3,06,2020-06-15
COAHUILA,2020,Temperatura_Minima,JUN,16.4,06,2020-06-15
COLIMA,2020,Temperatura_Minima,JUN,19.7,06,2020-06-15
CHIAPAS,2020,Temperatura_Minima,JUN,19.5,06,2020-06-15
CHIHUAHUA,2020,Temperatura_Minima,JUN,13.9,06,2020-06-15
CIUDAD DE MÉXICO,2020,Temperatura_Minima,JUN,11.2,06,2020-06-15
DURANGO,2020,Temperatura_Minima,JUN,13.5,06,2020-06-15
GUANAJUATO,2020,Temperatura_Minima,JUN,13.1,06,2020-06-15
GUERRERO,2020,Temperatura_Minima,JUN,20.3,06,2020-06-15
HIDALGO,2020,Temperatura_Minima,JUN,11.4,06,2020-06-15
JALISCO,2020,Temperatura_Minima,JUN,15.8,06,2020-06-15
ESTADO DE MÉXICO,2020,Temperatura_Minima,JUN,10.3,06,2020-06-15
MICHOACÁN,2020,Temperatura_Minima,JUN,15.1,06,2020-06-15
MORELOS,2020,Temperatura_Minima,JUN,16.8,06,2020-06-15
NAYARIT,2020,Temperatura_Minima,JUN,20.8,06,2020-06-15
NUEVO LEÓN,2020,Temperatura_Minima,JUN,17.5,06,2020-06-15
OAXACA,2020,Temperatura_Minima,JUN,17.1,06,2020-06-15
PUEBLA,2020,Temperatura_Minima,JUN,12.8,06,2020-06-15
QUERÉTARO,2020,Temperatura_Minima,JUN,13.0,06,2020-06-15
