"Estado","Semana_Epidemiologica","Anio","n","fecha","year","epiweek","month","normalized_year"
"HIDALGO",13,2016,9,"2016-03-27",2016,13,3,1
"COAHUILA",13,2016,8,"2016-03-27",2016,13,3,1
"CAMPECHE",13,2016,19,"2016-03-27",2016,13,3,1
"BAJA CALIFORNIA",13,2016,4,"2016-03-27",2016,13,3,1
"AGUASCALIENTES",13,2016,0,"2016-03-27",2016,13,3,1
"BAJA CALIFORNIA SUR",13,2016,22,"2016-03-27",2016,13,3,1
"CHIHUAHUA",13,2016,1,"2016-03-27",2016,13,3,1
"CIUDAD DE MÉXICO",13,2016,0,"2016-03-27",2016,13,3,1
"DURANGO",13,2016,1,"2016-03-27",2016,13,3,1
"GUANAJUATO",13,2016,0,"2016-03-27",2016,13,3,1
"QUERÉTARO",13,2016,1,"2016-03-27",2016,13,3,1
"TLAXCALA",13,2016,0,"2016-03-27",2016,13,3,1
"ZACATECAS",13,2016,0,"2016-03-27",2016,13,3,1
"VERACRUZ",14,2016,99,"2016-04-03",2016,14,4,1
"CHIAPAS",14,2016,76,"2016-04-03",2016,14,4,1
"NUEVO LEÓN",14,2016,143,"2016-04-03",2016,14,4,1
"GUERRERO",14,2016,101,"2016-04-03",2016,14,4,1
"TAMAULIPAS",14,2016,57,"2016-04-03",2016,14,4,1
"MICHOACÁN",14,2016,66,"2016-04-03",2016,14,4,1
"JALISCO",14,2016,75,"2016-04-03",2016,14,4,1
"MORELOS",14,2016,27,"2016-04-03",2016,14,4,1
"PUEBLA",14,2016,18,"2016-04-03",2016,14,4,1
"NAYARIT",14,2016,44,"2016-04-03",2016,14,4,1
"TABASCO",14,2016,66,"2016-04-03",2016,14,4,1
"QUINTANA ROO",14,2016,22,"2016-04-03",2016,14,4,1
"SINALOA",14,2016,32,"2016-04-03",2016,14,4,1
"YUCATÁN",14,2016,27,"2016-04-03",2016,14,4,1
"SONORA",14,2016,16,"2016-04-03",2016,14,4,1
"MÉXICO",14,2016,11,"2016-04-03",2016,14,4,1
"COLIMA",14,2016,56,"2016-04-03",2016,14,4,1
"SAN LUIS POTOSÍ",14,2016,27,"2016-04-03",2016,14,4,1
"OAXACA",14,2016,64,"2016-04-03",2016,14,4,1
"HIDALGO",14,2016,12,"2016-04-03",2016,14,4,1
"COAHUILA",14,2016,4,"2016-04-03",2016,14,4,1
"CAMPECHE",14,2016,20,"2016-04-03",2016,14,4,1
"BAJA CALIFORNIA",14,2016,7,"2016-04-03",2016,14,4,1
"AGUASCALIENTES",14,2016,0,"2016-04-03",2016,14,4,1
"BAJA CALIFORNIA SUR",14,2016,17,"2016-04-03",2016,14,4,1
"CHIHUAHUA",14,2016,0,"2016-04-03",2016,14,4,1
"CIUDAD DE MÉXICO",14,2016,2,"2016-04-03",2016,14,4,1
"DURANGO",14,2016,1,"2016-04-03",2016,14,4,1
"GUANAJUATO",14,2016,1,"2016-04-03",2016,14,4,1
"QUERÉTARO",14,2016,0,"2016-04-03",2016,14,4,1
"TLAXCALA",14,2016,0,"2016-04-03",2016,14,4,1
"ZACATECAS",14,2016,0,"2016-04-03",2016,14,4,1
"CHIAPAS",15,2016,39,"2016-04-10",2016,15,4,1
"VERACRUZ",15,2016,90,"2016-04-10",2016,15,4,1
"NUEVO LEÓN",15,2016,172,"2016-04-10",2016,15,4,1
"GUERRERO",15,2016,121,"2016-04-10",2016,15,4,1
"MICHOACÁN",15,2016,58,"2016-04-10",2016,15,4,1
"TAMAULIPAS",15,2016,67,"2016-04-10",2016,15,4,1
"JALISCO",15,2016,78,"2016-04-10",2016,15,4,1
"MORELOS",15,2016,27,"2016-04-10",2016,15,4,1
"PUEBLA",15,2016,14,"2016-04-10",2016,15,4,1
"NAYARIT",15,2016,31,"2016-04-10",2016,15,4,1
"TABASCO",15,2016,57,"2016-04-10",2016,15,4,1
"QUINTANA ROO",15,2016,20,"2016-04-10",2016,15,4,1
"SINALOA",15,2016,16,"2016-04-10",2016,15,4,1
"YUCATÁN",15,2016,31,"2016-04-10",2016,15,4,1
"SONORA",15,2016,33,"2016-04-10",2016,15,4,1
"MÉXICO",15,2016,1,"2016-04-10",2016,15,4,1
"COLIMA",15,2016,45,"2016-04-10",2016,15,4,1
"SAN LUIS POTOSÍ",15,2016,34,"2016-04-10",2016,15,4,1
"OAXACA",15,2016,64,"2016-04-10",2016,15,4,1
"HIDALGO",15,2016,7,"2016-04-10",2016,15,4,1
"COAHUILA",15,2016,8,"2016-04-10",2016,15,4,1
"CAMPECHE",15,2016,19,"2016-04-10",2016,15,4,1
"BAJA CALIFORNIA",15,2016,4,"2016-04-10",2016,15,4,1
"AGUASCALIENTES",15,2016,0,"2016-04-10",2016,15,4,1
"BAJA CALIFORNIA SUR",15,2016,17,"2016-04-10",2016,15,4,1
"CHIHUAHUA",15,2016,0,"2016-04-10",2016,15,4,1
"CIUDAD DE MÉXICO",15,2016,0,"2016-04-10",2016,15,4,1
"DURANGO",15,2016,0,"2016-04-10",2016,15,4,1
"GUANAJUATO",15,2016,0,"2016-04-10",2016,15,4,1
"QUERÉTARO",15,2016,0,"2016-04-10",2016,15,4,1
"TLAXCALA",15,2016,1,"2016-04-10",2016,15,4,1
"ZACATECAS",15,2016,0,"2016-04-10",2016,15,4,1
"CHIAPAS",17,2016,86,"2016-04-24",2016,17,4,1
"VERACRUZ",17,2016,156,"2016-04-24",2016,17,4,1
"NUEVO LEÓN",17,2016,382,"2016-04-24",2016,17,4,1
"GUERRERO",17,2016,200,"2016-04-24",2016,17,4,1
"MICHOACÁN",17,2016,169,"2016-04-24",2016,17,4,1
"TAMAULIPAS",17,2016,144,"2016-04-24",2016,17,4,1
"JALISCO",17,2016,159,"2016-04-24",2016,17,4,1
"MORELOS",17,2016,73,"2016-04-24",2016,17,4,1
"PUEBLA",17,2016,39,"2016-04-24",2016,17,4,1
"QUINTANA ROO",17,2016,60,"2016-04-24",2016,17,4,1
"TABASCO",17,2016,96,"2016-04-24",2016,17,4,1
"NAYARIT",17,2016,63,"2016-04-24",2016,17,4,1
"SINALOA",17,2016,39,"2016-04-24",2016,17,4,1
"YUCATÁN",17,2016,48,"2016-04-24",2016,17,4,1
"SONORA",17,2016,35,"2016-04-24",2016,17,4,1
"MÉXICO",17,2016,26,"2016-04-24",2016,17,4,1
"SAN LUIS POTOSÍ",17,2016,41,"2016-04-24",2016,17,4,1
"COLIMA",17,2016,96,"2016-04-24",2016,17,4,1
"OAXACA",17,2016,125,"2016-04-24",2016,17,4,1
"HIDALGO",17,2016,13,"2016-04-24",2016,17,4,1
"COAHUILA",17,2016,13,"2016-04-24",2016,17,4,1
"BAJA CALIFORNIA",17,2016,13,"2016-04-24",2016,17,4,1
"CAMPECHE",17,2016,37,"2016-04-24",2016,17,4,1
"BAJA CALIFORNIA SUR",17,2016,39,"2016-04-24",2016,17,4,1
"AGUASCALIENTES",17,2016,0,"2016-04-24",2016,17,4,1
"CHIHUAHUA",17,2016,1,"2016-04-24",2016,17,4,1
"CIUDAD DE MÉXICO",17,2016,0,"2016-04-24",2016,17,4,1
"DURANGO",17,2016,4,"2016-04-24",2016,17,4,1
"GUANAJUATO",17,2016,1,"2016-04-24",2016,17,4,1
"QUERÉTARO",17,2016,1,"2016-04-24",2016,17,4,1
"TLAXCALA",17,2016,0,"2016-04-24",2016,17,4,1
"ZACATECAS",17,2016,0,"2016-04-24",2016,17,4,1
"CHIAPAS",18,2016,49,"2016-05-01",2016,18,5,1
"VERACRUZ",18,2016,84,"2016-05-01",2016,18,5,1
"NUEVO LEÓN",18,2016,143,"2016-05-01",2016,18,5,1
"GUERRERO",18,2016,86,"2016-05-01",2016,18,5,1
"MICHOACÁN",18,2016,50,"2016-05-01",2016,18,5,1
"JALISCO",18,2016,59,"2016-05-01",2016,18,5,1
"TAMAULIPAS",18,2016,47,"2016-05-01",2016,18,5,1
"MORELOS",18,2016,37,"2016-05-01",2016,18,5,1
"PUEBLA",18,2016,15,"2016-05-01",2016,18,5,1
"QUINTANA ROO",18,2016,18,"2016-05-01",2016,18,5,1
"TABASCO",18,2016,37,"2016-05-01",2016,18,5,1
"NAYARIT",18,2016,32,"2016-05-01",2016,18,5,1
"MÉXICO",18,2016,29,"2016-05-01",2016,18,5,1
"SINALOA",18,2016,19,"2016-05-01",2016,18,5,1
"YUCATÁN",18,2016,32,"2016-05-01",2016,18,5,1
"SONORA",18,2016,13,"2016-05-01",2016,18,5,1
"SAN LUIS POTOSÍ",18,2016,21,"2016-05-01",2016,18,5,1
"COLIMA",18,2016,30,"2016-05-01",2016,18,5,1
"OAXACA",18,2016,47,"2016-05-01",2016,18,5,1
"HIDALGO",18,2016,5,"2016-05-01",2016,18,5,1
"COAHUILA",18,2016,6,"2016-05-01",2016,18,5,1
"BAJA CALIFORNIA",18,2016,7,"2016-05-01",2016,18,5,1
"CAMPECHE",18,2016,20,"2016-05-01",2016,18,5,1
"BAJA CALIFORNIA SUR",18,2016,5,"2016-05-01",2016,18,5,1
"AGUASCALIENTES",18,2016,0,"2016-05-01",2016,18,5,1
"CHIHUAHUA",18,2016,0,"2016-05-01",2016,18,5,1
"CIUDAD DE MÉXICO",18,2016,0,"2016-05-01",2016,18,5,1
"DURANGO",18,2016,2,"2016-05-01",2016,18,5,1
"GUANAJUATO",18,2016,2,"2016-05-01",2016,18,5,1
"QUERÉTARO",18,2016,0,"2016-05-01",2016,18,5,1
"TLAXCALA",18,2016,0,"2016-05-01",2016,18,5,1
"ZACATECAS",18,2016,0,"2016-05-01",2016,18,5,1
"CHIAPAS",19,2016,96,"2016-05-08",2016,19,5,1
"VERACRUZ",19,2016,72,"2016-05-08",2016,19,5,1
"NUEVO LEÓN",19,2016,184,"2016-05-08",2016,19,5,1
"GUERRERO",19,2016,105,"2016-05-08",2016,19,5,1
"MICHOACÁN",19,2016,41,"2016-05-08",2016,19,5,1
"JALISCO",19,2016,65,"2016-05-08",2016,19,5,1
"TAMAULIPAS",19,2016,68,"2016-05-08",2016,19,5,1
"MORELOS",19,2016,52,"2016-05-08",2016,19,5,1
"MÉXICO",19,2016,22,"2016-05-08",2016,19,5,1
"PUEBLA",19,2016,20,"2016-05-08",2016,19,5,1
"QUINTANA ROO",19,2016,11,"2016-05-08",2016,19,5,1
"TABASCO",19,2016,47,"2016-05-08",2016,19,5,1
"NAYARIT",19,2016,37,"2016-05-08",2016,19,5,1
"YUCATÁN",19,2016,35,"2016-05-08",2016,19,5,1
"SINALOA",19,2016,25,"2016-05-08",2016,19,5,1
"SONORA",19,2016,12,"2016-05-08",2016,19,5,1
"SAN LUIS POTOSÍ",19,2016,9,"2016-05-08",2016,19,5,1
"COLIMA",19,2016,63,"2016-05-08",2016,19,5,1
"OAXACA",19,2016,22,"2016-05-08",2016,19,5,1
"HIDALGO",19,2016,3,"2016-05-08",2016,19,5,1
"COAHUILA",19,2016,3,"2016-05-08",2016,19,5,1
"BAJA CALIFORNIA",19,2016,4,"2016-05-08",2016,19,5,1
"BAJA CALIFORNIA SUR",19,2016,11,"2016-05-08",2016,19,5,1
"CAMPECHE",19,2016,19,"2016-05-08",2016,19,5,1
"AGUASCALIENTES",19,2016,0,"2016-05-08",2016,19,5,1
"CHIHUAHUA",19,2016,0,"2016-05-08",2016,19,5,1
"CIUDAD DE MÉXICO",19,2016,1,"2016-05-08",2016,19,5,1
"DURANGO",19,2016,0,"2016-05-08",2016,19,5,1
"GUANAJUATO",19,2016,2,"2016-05-08",2016,19,5,1
"QUERÉTARO",19,2016,1,"2016-05-08",2016,19,5,1
"TLAXCALA",19,2016,0,"2016-05-08",2016,19,5,1
"ZACATECAS",19,2016,1,"2016-05-08",2016,19,5,1
"CHIAPAS",20,2016,93,"2016-05-15",2016,20,5,1
"VERACRUZ",20,2016,95,"2016-05-15",2016,20,5,1
"NUEVO LEÓN",20,2016,150,"2016-05-15",2016,20,5,1
"GUERRERO",20,2016,135,"2016-05-15",2016,20,5,1
"MICHOACÁN",20,2016,77,"2016-05-15",2016,20,5,1
"JALISCO",20,2016,56,"2016-05-15",2016,20,5,1
"TAMAULIPAS",20,2016,79,"2016-05-15",2016,20,5,1
"MORELOS",20,2016,42,"2016-05-15",2016,20,5,1
"MÉXICO",20,2016,47,"2016-05-15",2016,20,5,1
"PUEBLA",20,2016,16,"2016-05-15",2016,20,5,1
"NAYARIT",20,2016,37,"2016-05-15",2016,20,5,1
"QUINTANA ROO",20,2016,23,"2016-05-15",2016,20,5,1
"TABASCO",20,2016,46,"2016-05-15",2016,20,5,1
"YUCATÁN",20,2016,25,"2016-05-15",2016,20,5,1
"SINALOA",20,2016,16,"2016-05-15",2016,20,5,1
"SONORA",20,2016,15,"2016-05-15",2016,20,5,1
"SAN LUIS POTOSÍ",20,2016,20,"2016-05-15",2016,20,5,1
"COLIMA",20,2016,62,"2016-05-15",2016,20,5,1
"OAXACA",20,2016,62,"2016-05-15",2016,20,5,1
"COAHUILA",20,2016,11,"2016-05-15",2016,20,5,1
"HIDALGO",20,2016,3,"2016-05-15",2016,20,5,1
"BAJA CALIFORNIA",20,2016,5,"2016-05-15",2016,20,5,1
"BAJA CALIFORNIA SUR",20,2016,20,"2016-05-15",2016,20,5,1
"CAMPECHE",20,2016,17,"2016-05-15",2016,20,5,1
"AGUASCALIENTES",20,2016,0,"2016-05-15",2016,20,5,1
"CHIHUAHUA",20,2016,0,"2016-05-15",2016,20,5,1
"CIUDAD DE MÉXICO",20,2016,0,"2016-05-15",2016,20,5,1
"DURANGO",20,2016,1,"2016-05-15",2016,20,5,1
"GUANAJUATO",20,2016,3,"2016-05-15",2016,20,5,1
"QUERÉTARO",20,2016,1,"2016-05-15",2016,20,5,1
"TLAXCALA",20,2016,0,"2016-05-15",2016,20,5,1
"ZACATECAS",20,2016,0,"2016-05-15",2016,20,5,1
"CHIAPAS",21,2016,97,"2016-05-22",2016,21,5,1
"VERACRUZ",21,2016,108,"2016-05-22",2016,21,5,1
"NUEVO LEÓN",21,2016,206,"2016-05-22",2016,21,5,1
"GUERRERO",21,2016,125,"2016-05-22",2016,21,5,1
"JALISCO",21,2016,87,"2016-05-22",2016,21,5,1
"MICHOACÁN",21,2016,43,"2016-05-22",2016,21,5,1
"TAMAULIPAS",21,2016,71,"2016-05-22",2016,21,5,1
"MORELOS",21,2016,63,"2016-05-22",2016,21,5,1
"MÉXICO",21,2016,16,"2016-05-22",2016,21,5,1
"PUEBLA",21,2016,20,"2016-05-22",2016,21,5,1
"NAYARIT",21,2016,47,"2016-05-22",2016,21,5,1
"QUINTANA ROO",21,2016,16,"2016-05-22",2016,21,5,1
"YUCATÁN",21,2016,27,"2016-05-22",2016,21,5,1
"TABASCO",21,2016,37,"2016-05-22",2016,21,5,1
"SONORA",21,2016,19,"2016-05-22",2016,21,5,1
"SINALOA",21,2016,29,"2016-05-22",2016,21,5,1
"SAN LUIS POTOSÍ",21,2016,23,"2016-05-22",2016,21,5,1
"COLIMA",21,2016,71,"2016-05-22",2016,21,5,1
"OAXACA",21,2016,59,"2016-05-22",2016,21,5,1
"HIDALGO",21,2016,5,"2016-05-22",2016,21,5,1
"COAHUILA",21,2016,5,"2016-05-22",2016,21,5,1
"BAJA CALIFORNIA",21,2016,8,"2016-05-22",2016,21,5,1
"BAJA CALIFORNIA SUR",21,2016,14,"2016-05-22",2016,21,5,1
"CAMPECHE",21,2016,25,"2016-05-22",2016,21,5,1
"AGUASCALIENTES",21,2016,0,"2016-05-22",2016,21,5,1
"GUANAJUATO",21,2016,1,"2016-05-22",2016,21,5,1
"CHIHUAHUA",21,2016,0,"2016-05-22",2016,21,5,1
"CIUDAD DE MÉXICO",21,2016,1,"2016-05-22",2016,21,5,1
"DURANGO",21,2016,2,"2016-05-22",2016,21,5,1
"QUERÉTARO",21,2016,2,"2016-05-22",2016,21,5,1
"TLAXCALA",21,2016,0,"2016-05-22",2016,21,5,1
"ZACATECAS",21,2016,1,"2016-05-22",2016,21,5,1
"CHIAPAS",22,2016,96,"2016-05-29",2016,22,5,1
"VERACRUZ",22,2016,96,"2016-05-29",2016,22,5,1
"NUEVO LEÓN",22,2016,174,"2016-05-29",2016,22,5,1
"GUERRERO",22,2016,182,"2016-05-29",2016,22,5,1
"JALISCO",22,2016,125,"2016-05-29",2016,22,5,1
"TAMAULIPAS",22,2016,76,"2016-05-29",2016,22,5,1
"MICHOACÁN",22,2016,50,"2016-05-29",2016,22,5,1
"MORELOS",22,2016,35,"2016-05-29",2016,22,5,1
"MÉXICO",22,2016,17,"2016-05-29",2016,22,5,1
"PUEBLA",22,2016,19,"2016-05-29",2016,22,5,1
"NAYARIT",22,2016,43,"2016-05-29",2016,22,5,1
"QUINTANA ROO",22,2016,18,"2016-05-29",2016,22,5,1
"TABASCO",22,2016,42,"2016-05-29",2016,22,5,1
"YUCATÁN",22,2016,50,"2016-05-29",2016,22,5,1
"SONORA",22,2016,14,"2016-05-29",2016,22,5,1
"SINALOA",22,2016,21,"2016-05-29",2016,22,5,1
"SAN LUIS POTOSÍ",22,2016,9,"2016-05-29",2016,22,5,1
"COLIMA",22,2016,91,"2016-05-29",2016,22,5,1
"OAXACA",22,2016,49,"2016-05-29",2016,22,5,1
"HIDALGO",22,2016,12,"2016-05-29",2016,22,5,1
"COAHUILA",22,2016,7,"2016-05-29",2016,22,5,1
"GUANAJUATO",22,2016,2,"2016-05-29",2016,22,5,1
"CAMPECHE",22,2016,18,"2016-05-29",2016,22,5,1
"BAJA CALIFORNIA",22,2016,4,"2016-05-29",2016,22,5,1
"BAJA CALIFORNIA SUR",22,2016,17,"2016-05-29",2016,22,5,1
"AGUASCALIENTES",22,2016,0,"2016-05-29",2016,22,5,1
"CHIHUAHUA",22,2016,0,"2016-05-29",2016,22,5,1
"CIUDAD DE MÉXICO",22,2016,0,"2016-05-29",2016,22,5,1
"DURANGO",22,2016,0,"2016-05-29",2016,22,5,1
"QUERÉTARO",22,2016,1,"2016-05-29",2016,22,5,1
"TLAXCALA",22,2016,0,"2016-05-29",2016,22,5,1
"ZACATECAS",22,2016,1,"2016-05-29",2016,22,5,1
"CHIAPAS",23,2016,129,"2016-06-05",2016,23,6,1
"VERACRUZ",23,2016,128,"2016-06-05",2016,23,6,1
"NUEVO LEÓN",23,2016,214,"2016-06-05",2016,23,6,1
"GUERRERO",23,2016,298,"2016-06-05",2016,23,6,1
"JALISCO",23,2016,132,"2016-06-05",2016,23,6,1
"TAMAULIPAS",23,2016,95,"2016-06-05",2016,23,6,1
"MICHOACÁN",23,2016,46,"2016-06-05",2016,23,6,1
"MORELOS",23,2016,162,"2016-06-05",2016,23,6,1
"MÉXICO",23,2016,32,"2016-06-05",2016,23,6,1
"PUEBLA",23,2016,31,"2016-06-05",2016,23,6,1
"NAYARIT",23,2016,57,"2016-06-05",2016,23,6,1
"QUINTANA ROO",23,2016,15,"2016-06-05",2016,23,6,1
"TABASCO",23,2016,45,"2016-06-05",2016,23,6,1
"YUCATÁN",23,2016,31,"2016-06-05",2016,23,6,1
"SONORA",23,2016,18,"2016-06-05",2016,23,6,1
"SINALOA",23,2016,17,"2016-06-05",2016,23,6,1
"SAN LUIS POTOSÍ",23,2016,19,"2016-06-05",2016,23,6,1
"COLIMA",23,2016,97,"2016-06-05",2016,23,6,1
"OAXACA",23,2016,67,"2016-06-05",2016,23,6,1
"HIDALGO",23,2016,16,"2016-06-05",2016,23,6,1
"COAHUILA",23,2016,8,"2016-06-05",2016,23,6,1
"GUANAJUATO",23,2016,3,"2016-06-05",2016,23,6,1
"BAJA CALIFORNIA SUR",23,2016,12,"2016-06-05",2016,23,6,1
"CAMPECHE",23,2016,35,"2016-06-05",2016,23,6,1
"BAJA CALIFORNIA",23,2016,4,"2016-06-05",2016,23,6,1
"AGUASCALIENTES",23,2016,0,"2016-06-05",2016,23,6,1
"CHIHUAHUA",23,2016,0,"2016-06-05",2016,23,6,1
"CIUDAD DE MÉXICO",23,2016,0,"2016-06-05",2016,23,6,1
"DURANGO",23,2016,1,"2016-06-05",2016,23,6,1
"QUERÉTARO",23,2016,0,"2016-06-05",2016,23,6,1
"TLAXCALA",23,2016,0,"2016-06-05",2016,23,6,1
"ZACATECAS",23,2016,0,"2016-06-05",2016,23,6,1
"CHIAPAS",24,2016,68,"2016-06-12",2016,24,6,1
"VERACRUZ",24,2016,124,"2016-06-12",2016,24,6,1
"NUEVO LEÓN",24,2016,210,"2016-06-12",2016,24,6,1
"GUERRERO",24,2016,234,"2016-06-12",2016,24,6,1
"JALISCO",24,2016,146,"2016-06-12",2016,24,6,1
"TAMAULIPAS",24,2016,128,"2016-06-12",2016,24,6,1
"MICHOACÁN",24,2016,57,"2016-06-12",2016,24,6,1
"MORELOS",24,2016,55,"2016-06-12",2016,24,6,1
"MÉXICO",24,2016,25,"2016-06-12",2016,24,6,1
"PUEBLA",24,2016,23,"2016-06-12",2016,24,6,1
"NAYARIT",24,2016,28,"2016-06-12",2016,24,6,1
"QUINTANA ROO",24,2016,24,"2016-06-12",2016,24,6,1
"TABASCO",24,2016,61,"2016-06-12",2016,24,6,1
"YUCATÁN",24,2016,31,"2016-06-12",2016,24,6,1
"SONORA",24,2016,6,"2016-06-12",2016,24,6,1
"SINALOA",24,2016,18,"2016-06-12",2016,24,6,1
"SAN LUIS POTOSÍ",24,2016,13,"2016-06-12",2016,24,6,1
"COLIMA",24,2016,115,"2016-06-12",2016,24,6,1
"HIDALGO",24,2016,12,"2016-06-12",2016,24,6,1
"OAXACA",24,2016,70,"2016-06-12",2016,24,6,1
"COAHUILA",24,2016,11,"2016-06-12",2016,24,6,1
"GUANAJUATO",24,2016,0,"2016-06-12",2016,24,6,1
"BAJA CALIFORNIA SUR",24,2016,17,"2016-06-12",2016,24,6,1
"CAMPECHE",24,2016,31,"2016-06-12",2016,24,6,1
"BAJA CALIFORNIA",24,2016,5,"2016-06-12",2016,24,6,1
"AGUASCALIENTES",24,2016,1,"2016-06-12",2016,24,6,1
"CHIHUAHUA",24,2016,0,"2016-06-12",2016,24,6,1
"CIUDAD DE MÉXICO",24,2016,0,"2016-06-12",2016,24,6,1
"DURANGO",24,2016,0,"2016-06-12",2016,24,6,1
"QUERÉTARO",24,2016,0,"2016-06-12",2016,24,6,1
"TLAXCALA",24,2016,0,"2016-06-12",2016,24,6,1
"ZACATECAS",24,2016,1,"2016-06-12",2016,24,6,1
"CHIAPAS",25,2016,87,"2016-06-19",2016,25,6,1
"VERACRUZ",25,2016,140,"2016-06-19",2016,25,6,1
"NUEVO LEÓN",25,2016,198,"2016-06-19",2016,25,6,1
"GUERRERO",25,2016,233,"2016-06-19",2016,25,6,1
"JALISCO",25,2016,165,"2016-06-19",2016,25,6,1
"TAMAULIPAS",25,2016,107,"2016-06-19",2016,25,6,1
"MICHOACÁN",25,2016,63,"2016-06-19",2016,25,6,1
"MORELOS",25,2016,88,"2016-06-19",2016,25,6,1
"PUEBLA",25,2016,23,"2016-06-19",2016,25,6,1
"MÉXICO",25,2016,31,"2016-06-19",2016,25,6,1
"NAYARIT",25,2016,25,"2016-06-19",2016,25,6,1
"QUINTANA ROO",25,2016,24,"2016-06-19",2016,25,6,1
"YUCATÁN",25,2016,19,"2016-06-19",2016,25,6,1
"TABASCO",25,2016,52,"2016-06-19",2016,25,6,1
"SONORA",25,2016,19,"2016-06-19",2016,25,6,1
"SINALOA",25,2016,17,"2016-06-19",2016,25,6,1
"SAN LUIS POTOSÍ",25,2016,23,"2016-06-19",2016,25,6,1
"COLIMA",25,2016,122,"2016-06-19",2016,25,6,1
"OAXACA",25,2016,71,"2016-06-19",2016,25,6,1
"GUANAJUATO",25,2016,0,"2016-06-19",2016,25,6,1
"HIDALGO",25,2016,6,"2016-06-19",2016,25,6,1
"COAHUILA",25,2016,12,"2016-06-19",2016,25,6,1
"BAJA CALIFORNIA SUR",25,2016,9,"2016-06-19",2016,25,6,1
"CAMPECHE",25,2016,41,"2016-06-19",2016,25,6,1
"BAJA CALIFORNIA",25,2016,3,"2016-06-19",2016,25,6,1
"AGUASCALIENTES",25,2016,0,"2016-06-19",2016,25,6,1
"CHIHUAHUA",25,2016,1,"2016-06-19",2016,25,6,1
"CIUDAD DE MÉXICO",25,2016,0,"2016-06-19",2016,25,6,1
"DURANGO",25,2016,2,"2016-06-19",2016,25,6,1
"QUERÉTARO",25,2016,0,"2016-06-19",2016,25,6,1
"TLAXCALA",25,2016,0,"2016-06-19",2016,25,6,1
"ZACATECAS",25,2016,0,"2016-06-19",2016,25,6,1
"CHIAPAS",26,2016,84,"2016-06-26",2016,26,6,1
"VERACRUZ",26,2016,186,"2016-06-26",2016,26,6,1
"NUEVO LEÓN",26,2016,190,"2016-06-26",2016,26,6,1
"GUERRERO",26,2016,258,"2016-06-26",2016,26,6,1
"JALISCO",26,2016,170,"2016-06-26",2016,26,6,1
"TAMAULIPAS",26,2016,101,"2016-06-26",2016,26,6,1
"MICHOACÁN",26,2016,77,"2016-06-26",2016,26,6,1
"MORELOS",26,2016,88,"2016-06-26",2016,26,6,1
"PUEBLA",26,2016,23,"2016-06-26",2016,26,6,1
"MÉXICO",26,2016,26,"2016-06-26",2016,26,6,1
"NAYARIT",26,2016,48,"2016-06-26",2016,26,6,1
"QUINTANA ROO",26,2016,22,"2016-06-26",2016,26,6,1
"YUCATÁN",26,2016,47,"2016-06-26",2016,26,6,1
"TABASCO",26,2016,52,"2016-06-26",2016,26,6,1
"SONORA",26,2016,19,"2016-06-26",2016,26,6,1
"GUANAJUATO",26,2016,2,"2016-06-26",2016,26,6,1
"SAN LUIS POTOSÍ",26,2016,15,"2016-06-26",2016,26,6,1
"SINALOA",26,2016,24,"2016-06-26",2016,26,6,1
"COLIMA",26,2016,149,"2016-06-26",2016,26,6,1
"OAXACA",26,2016,79,"2016-06-26",2016,26,6,1
"HIDALGO",26,2016,8,"2016-06-26",2016,26,6,1
"COAHUILA",26,2016,13,"2016-06-26",2016,26,6,1
"CAMPECHE",26,2016,66,"2016-06-26",2016,26,6,1
"BAJA CALIFORNIA SUR",26,2016,10,"2016-06-26",2016,26,6,1
"BAJA CALIFORNIA",26,2016,4,"2016-06-26",2016,26,6,1
"AGUASCALIENTES",26,2016,0,"2016-06-26",2016,26,6,1
"CHIHUAHUA",26,2016,0,"2016-06-26",2016,26,6,1
"CIUDAD DE MÉXICO",26,2016,0,"2016-06-26",2016,26,6,1
"DURANGO",26,2016,1,"2016-06-26",2016,26,6,1
"QUERÉTARO",26,2016,0,"2016-06-26",2016,26,6,1
"TLAXCALA",26,2016,0,"2016-06-26",2016,26,6,1
"ZACATECAS",26,2016,0,"2016-06-26",2016,26,6,1
"CHIAPAS",27,2016,106,"2016-07-03",2016,27,7,1
"VERACRUZ",27,2016,248,"2016-07-03",2016,27,7,1
"NUEVO LEÓN",27,2016,218,"2016-07-03",2016,27,7,1
"GUERRERO",27,2016,335,"2016-07-03",2016,27,7,1
"JALISCO",27,2016,187,"2016-07-03",2016,27,7,1
"TAMAULIPAS",27,2016,97,"2016-07-03",2016,27,7,1
"MÉXICO",27,2016,36,"2016-07-03",2016,27,7,1
"MICHOACÁN",27,2016,77,"2016-07-03",2016,27,7,1
"PUEBLA",27,2016,29,"2016-07-03",2016,27,7,1
"MORELOS",27,2016,105,"2016-07-03",2016,27,7,1
"QUINTANA ROO",27,2016,53,"2016-07-03",2016,27,7,1
"NAYARIT",27,2016,30,"2016-07-03",2016,27,7,1
"YUCATÁN",27,2016,64,"2016-07-03",2016,27,7,1
"GUANAJUATO",27,2016,1,"2016-07-03",2016,27,7,1
"TABASCO",27,2016,48,"2016-07-03",2016,27,7,1
"SONORA",27,2016,11,"2016-07-03",2016,27,7,1
"SAN LUIS POTOSÍ",27,2016,30,"2016-07-03",2016,27,7,1
"SINALOA",27,2016,11,"2016-07-03",2016,27,7,1
