"Estado","Semana_Epidemiologica","Anio","n","fecha","year","epiweek","month","normalized_year"
"VERACRUZ",40,2019,3213,"2019-09-29",2019,40,9,4
"PUEBLA",40,2019,568,"2019-09-29",2019,40,9,4
"GUERRERO",40,2019,344,"2019-09-29",2019,40,9,4
"MORELOS",40,2019,440,"2019-09-29",2019,40,9,4
"NAYARIT",40,2019,288,"2019-09-29",2019,40,9,4
"HIDALGO",40,2019,180,"2019-09-29",2019,40,9,4
"TABASCO",40,2019,237,"2019-09-29",2019,40,9,4
"NUEVO LEÓN",40,2019,212,"2019-09-29",2019,40,9,4
"QUERÉTARO",40,2019,14,"2019-09-29",2019,40,9,4
"QUINTANA ROO",40,2019,507,"2019-09-29",2019,40,9,4
"CHIAPAS",40,2019,752,"2019-09-29",2019,40,9,4
"SINALOA",40,2019,32,"2019-09-29",2019,40,9,4
"COAHUILA",40,2019,22,"2019-09-29",2019,40,9,4
"OAXACA",40,2019,1044,"2019-09-29",2019,40,9,4
"COLIMA",40,2019,171,"2019-09-29",2019,40,9,4
"YUCATÁN",40,2019,240,"2019-09-29",2019,40,9,4
"MÉXICO",40,2019,23,"2019-09-29",2019,40,9,4
"GUANAJUATO",40,2019,102,"2019-09-29",2019,40,9,4
"DURANGO",40,2019,6,"2019-09-29",2019,40,9,4
"CAMPECHE",40,2019,80,"2019-09-29",2019,40,9,4
"BAJA CALIFORNIA SUR",40,2019,42,"2019-09-29",2019,40,9,4
"SONORA",40,2019,105,"2019-09-29",2019,40,9,4
"ZACATECAS",40,2019,5,"2019-09-29",2019,40,9,4
"AGUASCALIENTES",40,2019,3,"2019-09-29",2019,40,9,4
"BAJA CALIFORNIA",40,2019,6,"2019-09-29",2019,40,9,4
"CHIHUAHUA",40,2019,20,"2019-09-29",2019,40,9,4
"CIUDAD DE MÉXICO",40,2019,26,"2019-09-29",2019,40,9,4
"TLAXCALA",40,2019,4,"2019-09-29",2019,40,9,4
"JALISCO",41,2019,7472,"2019-10-06",2019,41,10,4
"MICHOACÁN",41,2019,273,"2019-10-06",2019,41,10,4
"TAMAULIPAS",41,2019,318,"2019-10-06",2019,41,10,4
"VERACRUZ",41,2019,3064,"2019-10-06",2019,41,10,4
"SAN LUIS POTOSÍ",41,2019,613,"2019-10-06",2019,41,10,4
"PUEBLA",41,2019,485,"2019-10-06",2019,41,10,4
"HIDALGO",41,2019,195,"2019-10-06",2019,41,10,4
"GUERRERO",41,2019,352,"2019-10-06",2019,41,10,4
"MORELOS",41,2019,357,"2019-10-06",2019,41,10,4
"NUEVO LEÓN",41,2019,314,"2019-10-06",2019,41,10,4
"NAYARIT",41,2019,426,"2019-10-06",2019,41,10,4
"TABASCO",41,2019,267,"2019-10-06",2019,41,10,4
"QUERÉTARO",41,2019,17,"2019-10-06",2019,41,10,4
"COAHUILA",41,2019,37,"2019-10-06",2019,41,10,4
"SINALOA",41,2019,56,"2019-10-06",2019,41,10,4
"CHIAPAS",41,2019,669,"2019-10-06",2019,41,10,4
"QUINTANA ROO",41,2019,528,"2019-10-06",2019,41,10,4
"MÉXICO",41,2019,32,"2019-10-06",2019,41,10,4
"OAXACA",41,2019,1140,"2019-10-06",2019,41,10,4
"COLIMA",41,2019,203,"2019-10-06",2019,41,10,4
"GUANAJUATO",41,2019,148,"2019-10-06",2019,41,10,4
"YUCATÁN",41,2019,222,"2019-10-06",2019,41,10,4
"DURANGO",41,2019,26,"2019-10-06",2019,41,10,4
"CAMPECHE",41,2019,127,"2019-10-06",2019,41,10,4
"ZACATECAS",41,2019,14,"2019-10-06",2019,41,10,4
"BAJA CALIFORNIA SUR",41,2019,34,"2019-10-06",2019,41,10,4
"SONORA",41,2019,264,"2019-10-06",2019,41,10,4
"AGUASCALIENTES",41,2019,3,"2019-10-06",2019,41,10,4
"BAJA CALIFORNIA",41,2019,4,"2019-10-06",2019,41,10,4
"CHIHUAHUA",41,2019,52,"2019-10-06",2019,41,10,4
"CIUDAD DE MÉXICO",41,2019,31,"2019-10-06",2019,41,10,4
"TLAXCALA",41,2019,3,"2019-10-06",2019,41,10,4
"JALISCO",42,2019,7097,"2019-10-13",2019,42,10,4
"MICHOACÁN",42,2019,263,"2019-10-13",2019,42,10,4
"TAMAULIPAS",42,2019,379,"2019-10-13",2019,42,10,4
"VERACRUZ",42,2019,2906,"2019-10-13",2019,42,10,4
"SAN LUIS POTOSÍ",42,2019,799,"2019-10-13",2019,42,10,4
"PUEBLA",42,2019,490,"2019-10-13",2019,42,10,4
"HIDALGO",42,2019,248,"2019-10-13",2019,42,10,4
"NUEVO LEÓN",42,2019,372,"2019-10-13",2019,42,10,4
"GUERRERO",42,2019,440,"2019-10-13",2019,42,10,4
"MORELOS",42,2019,451,"2019-10-13",2019,42,10,4
"NAYARIT",42,2019,577,"2019-10-13",2019,42,10,4
"TABASCO",42,2019,377,"2019-10-13",2019,42,10,4
"QUERÉTARO",42,2019,11,"2019-10-13",2019,42,10,4
"COAHUILA",42,2019,19,"2019-10-13",2019,42,10,4
"SINALOA",42,2019,773,"2019-10-13",2019,42,10,4
"CHIAPAS",42,2019,605,"2019-10-13",2019,42,10,4
"QUINTANA ROO",42,2019,589,"2019-10-13",2019,42,10,4
"COLIMA",42,2019,224,"2019-10-13",2019,42,10,4
"MÉXICO",42,2019,19,"2019-10-13",2019,42,10,4
"OAXACA",42,2019,995,"2019-10-13",2019,42,10,4
"GUANAJUATO",42,2019,183,"2019-10-13",2019,42,10,4
"YUCATÁN",42,2019,287,"2019-10-13",2019,42,10,4
"DURANGO",42,2019,24,"2019-10-13",2019,42,10,4
"CAMPECHE",42,2019,106,"2019-10-13",2019,42,10,4
"ZACATECAS",42,2019,16,"2019-10-13",2019,42,10,4
"BAJA CALIFORNIA SUR",42,2019,42,"2019-10-13",2019,42,10,4
"SONORA",42,2019,270,"2019-10-13",2019,42,10,4
"AGUASCALIENTES",42,2019,8,"2019-10-13",2019,42,10,4
"BAJA CALIFORNIA",42,2019,11,"2019-10-13",2019,42,10,4
"CHIHUAHUA",42,2019,27,"2019-10-13",2019,42,10,4
"CIUDAD DE MÉXICO",42,2019,38,"2019-10-13",2019,42,10,4
"TLAXCALA",42,2019,1,"2019-10-13",2019,42,10,4
"JALISCO",43,2019,7324,"2019-10-20",2019,43,10,4
"MICHOACÁN",43,2019,227,"2019-10-20",2019,43,10,4
"TAMAULIPAS",43,2019,386,"2019-10-20",2019,43,10,4
"VERACRUZ",43,2019,2415,"2019-10-20",2019,43,10,4
"SAN LUIS POTOSÍ",43,2019,731,"2019-10-20",2019,43,10,4
"NUEVO LEÓN",43,2019,324,"2019-10-20",2019,43,10,4
"PUEBLA",43,2019,452,"2019-10-20",2019,43,10,4
"HIDALGO",43,2019,170,"2019-10-20",2019,43,10,4
"GUERRERO",43,2019,471,"2019-10-20",2019,43,10,4
"MORELOS",43,2019,323,"2019-10-20",2019,43,10,4
"NAYARIT",43,2019,586,"2019-10-20",2019,43,10,4
"TABASCO",43,2019,442,"2019-10-20",2019,43,10,4
"COAHUILA",43,2019,28,"2019-10-20",2019,43,10,4
"SINALOA",43,2019,165,"2019-10-20",2019,43,10,4
"QUERÉTARO",43,2019,12,"2019-10-20",2019,43,10,4
"CHIAPAS",43,2019,575,"2019-10-20",2019,43,10,4
"QUINTANA ROO",43,2019,587,"2019-10-20",2019,43,10,4
"COLIMA",43,2019,166,"2019-10-20",2019,43,10,4
"MÉXICO",43,2019,30,"2019-10-20",2019,43,10,4
"OAXACA",43,2019,937,"2019-10-20",2019,43,10,4
"GUANAJUATO",43,2019,249,"2019-10-20",2019,43,10,4
"YUCATÁN",43,2019,340,"2019-10-20",2019,43,10,4
"DURANGO",43,2019,17,"2019-10-20",2019,43,10,4
"CAMPECHE",43,2019,99,"2019-10-20",2019,43,10,4
"ZACATECAS",43,2019,34,"2019-10-20",2019,43,10,4
"BAJA CALIFORNIA SUR",43,2019,28,"2019-10-20",2019,43,10,4
"SONORA",43,2019,264,"2019-10-20",2019,43,10,4
"AGUASCALIENTES",43,2019,6,"2019-10-20",2019,43,10,4
"BAJA CALIFORNIA",43,2019,12,"2019-10-20",2019,43,10,4
"CHIHUAHUA",43,2019,18,"2019-10-20",2019,43,10,4
"CIUDAD DE MÉXICO",43,2019,29,"2019-10-20",2019,43,10,4
"TLAXCALA",43,2019,2,"2019-10-20",2019,43,10,4
"JALISCO",44,2019,5693,"2019-10-27",2019,44,10,4
"MICHOACÁN",44,2019,232,"2019-10-27",2019,44,10,4
"TAMAULIPAS",44,2019,438,"2019-10-27",2019,44,10,4
"NUEVO LEÓN",44,2019,381,"2019-10-27",2019,44,10,4
"VERACRUZ",44,2019,2061,"2019-10-27",2019,44,10,4
"SAN LUIS POTOSÍ",44,2019,740,"2019-10-27",2019,44,10,4
"PUEBLA",44,2019,300,"2019-10-27",2019,44,10,4
"HIDALGO",44,2019,98,"2019-10-27",2019,44,10,4
"NAYARIT",44,2019,533,"2019-10-27",2019,44,10,4
"GUERRERO",44,2019,394,"2019-10-27",2019,44,10,4
"MORELOS",44,2019,357,"2019-10-27",2019,44,10,4
"COAHUILA",44,2019,29,"2019-10-27",2019,44,10,4
"SINALOA",44,2019,138,"2019-10-27",2019,44,10,4
"TABASCO",44,2019,366,"2019-10-27",2019,44,10,4
"QUERÉTARO",44,2019,13,"2019-10-27",2019,44,10,4
"COLIMA",44,2019,194,"2019-10-27",2019,44,10,4
"CHIAPAS",44,2019,529,"2019-10-27",2019,44,10,4
"QUINTANA ROO",44,2019,557,"2019-10-27",2019,44,10,4
"MÉXICO",44,2019,25,"2019-10-27",2019,44,10,4
"OAXACA",44,2019,771,"2019-10-27",2019,44,10,4
"GUANAJUATO",44,2019,236,"2019-10-27",2019,44,10,4
"YUCATÁN",44,2019,334,"2019-10-27",2019,44,10,4
"DURANGO",44,2019,23,"2019-10-27",2019,44,10,4
"CAMPECHE",44,2019,70,"2019-10-27",2019,44,10,4
"ZACATECAS",44,2019,23,"2019-10-27",2019,44,10,4
"BAJA CALIFORNIA SUR",44,2019,29,"2019-10-27",2019,44,10,4
"SONORA",44,2019,215,"2019-10-27",2019,44,10,4
"AGUASCALIENTES",44,2019,6,"2019-10-27",2019,44,10,4
"BAJA CALIFORNIA",44,2019,4,"2019-10-27",2019,44,10,4
"CHIHUAHUA",44,2019,21,"2019-10-27",2019,44,10,4
"CIUDAD DE MÉXICO",44,2019,23,"2019-10-27",2019,44,10,4
"TLAXCALA",44,2019,4,"2019-10-27",2019,44,10,4
"JALISCO",45,2019,4416,"2019-11-03",2019,45,11,4
"MICHOACÁN",45,2019,235,"2019-11-03",2019,45,11,4
"TAMAULIPAS",45,2019,598,"2019-11-03",2019,45,11,4
"NUEVO LEÓN",45,2019,270,"2019-11-03",2019,45,11,4
"VERACRUZ",45,2019,1694,"2019-11-03",2019,45,11,4
"SAN LUIS POTOSÍ",45,2019,823,"2019-11-03",2019,45,11,4
"PUEBLA",45,2019,240,"2019-11-03",2019,45,11,4
"HIDALGO",45,2019,134,"2019-11-03",2019,45,11,4
"COAHUILA",45,2019,38,"2019-11-03",2019,45,11,4
"NAYARIT",45,2019,579,"2019-11-03",2019,45,11,4
"GUERRERO",45,2019,414,"2019-11-03",2019,45,11,4
"MORELOS",45,2019,385,"2019-11-03",2019,45,11,4
"SINALOA",45,2019,117,"2019-11-03",2019,45,11,4
"TABASCO",45,2019,481,"2019-11-03",2019,45,11,4
"QUERÉTARO",45,2019,19,"2019-11-03",2019,45,11,4
"COLIMA",45,2019,131,"2019-11-03",2019,45,11,4
"CHIAPAS",45,2019,428,"2019-11-03",2019,45,11,4
"GUANAJUATO",45,2019,219,"2019-11-03",2019,45,11,4
"QUINTANA ROO",45,2019,578,"2019-11-03",2019,45,11,4
"MÉXICO",45,2019,23,"2019-11-03",2019,45,11,4
"OAXACA",45,2019,743,"2019-11-03",2019,45,11,4
"YUCATÁN",45,2019,296,"2019-11-03",2019,45,11,4
"DURANGO",45,2019,12,"2019-11-03",2019,45,11,4
"CAMPECHE",45,2019,105,"2019-11-03",2019,45,11,4
"ZACATECAS",45,2019,21,"2019-11-03",2019,45,11,4
"BAJA CALIFORNIA SUR",45,2019,26,"2019-11-03",2019,45,11,4
"SONORA",45,2019,229,"2019-11-03",2019,45,11,4
"AGUASCALIENTES",45,2019,5,"2019-11-03",2019,45,11,4
"BAJA CALIFORNIA",45,2019,9,"2019-11-03",2019,45,11,4
"CHIHUAHUA",45,2019,11,"2019-11-03",2019,45,11,4
"CIUDAD DE MÉXICO",45,2019,14,"2019-11-03",2019,45,11,4
"TLAXCALA",45,2019,4,"2019-11-03",2019,45,11,4
"JALISCO",46,2019,3091,"2019-11-10",2019,46,11,4
"MICHOACÁN",46,2019,241,"2019-11-10",2019,46,11,4
"TAMAULIPAS",46,2019,391,"2019-11-10",2019,46,11,4
"NUEVO LEÓN",46,2019,166,"2019-11-10",2019,46,11,4
"VERACRUZ",46,2019,1218,"2019-11-10",2019,46,11,4
"SAN LUIS POTOSÍ",46,2019,675,"2019-11-10",2019,46,11,4
"PUEBLA",46,2019,139,"2019-11-10",2019,46,11,4
"HIDALGO",46,2019,103,"2019-11-10",2019,46,11,4
"COAHUILA",46,2019,11,"2019-11-10",2019,46,11,4
"NAYARIT",46,2019,463,"2019-11-10",2019,46,11,4
"GUERRERO",46,2019,463,"2019-11-10",2019,46,11,4
"MORELOS",46,2019,286,"2019-11-10",2019,46,11,4
"SINALOA",46,2019,119,"2019-11-10",2019,46,11,4
"TABASCO",46,2019,424,"2019-11-10",2019,46,11,4
"QUERÉTARO",46,2019,11,"2019-11-10",2019,46,11,4
"COLIMA",46,2019,115,"2019-11-10",2019,46,11,4
"CHIAPAS",46,2019,453,"2019-11-10",2019,46,11,4
"GUANAJUATO",46,2019,192,"2019-11-10",2019,46,11,4
"QUINTANA ROO",46,2019,577,"2019-11-10",2019,46,11,4
"MÉXICO",46,2019,18,"2019-11-10",2019,46,11,4
"OAXACA",46,2019,481,"2019-11-10",2019,46,11,4
"YUCATÁN",46,2019,254,"2019-11-10",2019,46,11,4
"DURANGO",46,2019,8,"2019-11-10",2019,46,11,4
"CAMPECHE",46,2019,84,"2019-11-10",2019,46,11,4
"BAJA CALIFORNIA SUR",46,2019,28,"2019-11-10",2019,46,11,4
"ZACATECAS",46,2019,19,"2019-11-10",2019,46,11,4
"SONORA",46,2019,166,"2019-11-10",2019,46,11,4
"AGUASCALIENTES",46,2019,3,"2019-11-10",2019,46,11,4
"BAJA CALIFORNIA",46,2019,6,"2019-11-10",2019,46,11,4
"CHIHUAHUA",46,2019,4,"2019-11-10",2019,46,11,4
"CIUDAD DE MÉXICO",46,2019,19,"2019-11-10",2019,46,11,4
"TLAXCALA",46,2019,2,"2019-11-10",2019,46,11,4
"JALISCO",47,2019,2106,"2019-11-17",2019,47,11,4
"MICHOACÁN",47,2019,158,"2019-11-17",2019,47,11,4
"NUEVO LEÓN",47,2019,77,"2019-11-17",2019,47,11,4
"TAMAULIPAS",47,2019,315,"2019-11-17",2019,47,11,4
"SAN LUIS POTOSÍ",47,2019,337,"2019-11-17",2019,47,11,4
"VERACRUZ",47,2019,915,"2019-11-17",2019,47,11,4
"PUEBLA",47,2019,98,"2019-11-17",2019,47,11,4
"COAHUILA",47,2019,21,"2019-11-17",2019,47,11,4
"HIDALGO",47,2019,77,"2019-11-17",2019,47,11,4
"NAYARIT",47,2019,398,"2019-11-17",2019,47,11,4
"MORELOS",47,2019,182,"2019-11-17",2019,47,11,4
"GUERRERO",47,2019,346,"2019-11-17",2019,47,11,4
"SINALOA",47,2019,59,"2019-11-17",2019,47,11,4
"TABASCO",47,2019,247,"2019-11-17",2019,47,11,4
"QUERÉTARO",47,2019,4,"2019-11-17",2019,47,11,4
"COLIMA",47,2019,135,"2019-11-17",2019,47,11,4
"GUANAJUATO",47,2019,68,"2019-11-17",2019,47,11,4
"CHIAPAS",47,2019,272,"2019-11-17",2019,47,11,4
"OAXACA",47,2019,362,"2019-11-17",2019,47,11,4
"QUINTANA ROO",47,2019,364,"2019-11-17",2019,47,11,4
"MÉXICO",47,2019,18,"2019-11-17",2019,47,11,4
"YUCATÁN",47,2019,168,"2019-11-17",2019,47,11,4
"DURANGO",47,2019,13,"2019-11-17",2019,47,11,4
"CAMPECHE",47,2019,72,"2019-11-17",2019,47,11,4
"ZACATECAS",47,2019,13,"2019-11-17",2019,47,11,4
"BAJA CALIFORNIA SUR",47,2019,18,"2019-11-17",2019,47,11,4
"SONORA",47,2019,176,"2019-11-17",2019,47,11,4
"AGUASCALIENTES",47,2019,2,"2019-11-17",2019,47,11,4
"BAJA CALIFORNIA",47,2019,1,"2019-11-17",2019,47,11,4
"CHIHUAHUA",47,2019,2,"2019-11-17",2019,47,11,4
"CIUDAD DE MÉXICO",47,2019,8,"2019-11-17",2019,47,11,4
"TLAXCALA",47,2019,4,"2019-11-17",2019,47,11,4
"JALISCO",48,2019,1739,"2019-11-24",2019,48,11,4
"MICHOACÁN",48,2019,170,"2019-11-24",2019,48,11,4
"NUEVO LEÓN",48,2019,74,"2019-11-24",2019,48,11,4
"TAMAULIPAS",48,2019,381,"2019-11-24",2019,48,11,4
"SAN LUIS POTOSÍ",48,2019,292,"2019-11-24",2019,48,11,4
"VERACRUZ",48,2019,1010,"2019-11-24",2019,48,11,4
"PUEBLA",48,2019,105,"2019-11-24",2019,48,11,4
"COAHUILA",48,2019,15,"2019-11-24",2019,48,11,4
"NAYARIT",48,2019,368,"2019-11-24",2019,48,11,4
"HIDALGO",48,2019,45,"2019-11-24",2019,48,11,4
"SINALOA",48,2019,80,"2019-11-24",2019,48,11,4
"MORELOS",48,2019,190,"2019-11-24",2019,48,11,4
"GUERRERO",48,2019,370,"2019-11-24",2019,48,11,4
"TABASCO",48,2019,296,"2019-11-24",2019,48,11,4
"QUERÉTARO",48,2019,5,"2019-11-24",2019,48,11,4
"COLIMA",48,2019,125,"2019-11-24",2019,48,11,4
"GUANAJUATO",48,2019,102,"2019-11-24",2019,48,11,4
"CHIAPAS",48,2019,256,"2019-11-24",2019,48,11,4
"OAXACA",48,2019,342,"2019-11-24",2019,48,11,4
"QUINTANA ROO",48,2019,524,"2019-11-24",2019,48,11,4
"MÉXICO",48,2019,38,"2019-11-24",2019,48,11,4
"YUCATÁN",48,2019,189,"2019-11-24",2019,48,11,4
"DURANGO",48,2019,6,"2019-11-24",2019,48,11,4
"CAMPECHE",48,2019,87,"2019-11-24",2019,48,11,4
"BAJA CALIFORNIA SUR",48,2019,12,"2019-11-24",2019,48,11,4
"ZACATECAS",48,2019,17,"2019-11-24",2019,48,11,4
"SONORA",48,2019,197,"2019-11-24",2019,48,11,4
"AGUASCALIENTES",48,2019,6,"2019-11-24",2019,48,11,4
"BAJA CALIFORNIA",48,2019,3,"2019-11-24",2019,48,11,4
"CHIHUAHUA",48,2019,1,"2019-11-24",2019,48,11,4
"CIUDAD DE MÉXICO",48,2019,14,"2019-11-24",2019,48,11,4
"TLAXCALA",48,2019,1,"2019-11-24",2019,48,11,4
"JALISCO",50,2019,2294,"2019-12-08",2019,50,12,4
"MICHOACÁN",50,2019,263,"2019-12-08",2019,50,12,4
"NUEVO LEÓN",50,2019,132,"2019-12-08",2019,50,12,4
"TAMAULIPAS",50,2019,810,"2019-12-08",2019,50,12,4
"SAN LUIS POTOSÍ",50,2019,455,"2019-12-08",2019,50,12,4
"VERACRUZ",50,2019,1981,"2019-12-08",2019,50,12,4
"PUEBLA",50,2019,171,"2019-12-08",2019,50,12,4
"COAHUILA",50,2019,23,"2019-12-08",2019,50,12,4
"NAYARIT",50,2019,585,"2019-12-08",2019,50,12,4
"HIDALGO",50,2019,138,"2019-12-08",2019,50,12,4
"SINALOA",50,2019,186,"2019-12-08",2019,50,12,4
"MORELOS",50,2019,370,"2019-12-08",2019,50,12,4
"GUERRERO",50,2019,680,"2019-12-08",2019,50,12,4
"TABASCO",50,2019,518,"2019-12-08",2019,50,12,4
"QUERÉTARO",50,2019,15,"2019-12-08",2019,50,12,4
"COLIMA",50,2019,192,"2019-12-08",2019,50,12,4
"GUANAJUATO",50,2019,107,"2019-12-08",2019,50,12,4
"CHIAPAS",50,2019,421,"2019-12-08",2019,50,12,4
"OAXACA",50,2019,649,"2019-12-08",2019,50,12,4
"QUINTANA ROO",50,2019,953,"2019-12-08",2019,50,12,4
"MÉXICO",50,2019,41,"2019-12-08",2019,50,12,4
"YUCATÁN",50,2019,324,"2019-12-08",2019,50,12,4
"DURANGO",50,2019,2,"2019-12-08",2019,50,12,4
"CAMPECHE",50,2019,165,"2019-12-08",2019,50,12,4
"BAJA CALIFORNIA SUR",50,2019,29,"2019-12-08",2019,50,12,4
"ZACATECAS",50,2019,17,"2019-12-08",2019,50,12,4
"SONORA",50,2019,162,"2019-12-08",2019,50,12,4
"AGUASCALIENTES",50,2019,1,"2019-12-08",2019,50,12,4
"BAJA CALIFORNIA",50,2019,1,"2019-12-08",2019,50,12,4
"CHIHUAHUA",50,2019,1,"2019-12-08",2019,50,12,4
"CIUDAD DE MÉXICO",50,2019,9,"2019-12-08",2019,50,12,4
"TLAXCALA",50,2019,0,"2019-12-08",2019,50,12,4
"JALISCO",51,2019,485,"2019-12-15",2019,51,12,4
"MICHOACÁN",51,2019,83,"2019-12-15",2019,51,12,4
"NUEVO LEÓN",51,2019,26,"2019-12-15",2019,51,12,4
"TAMAULIPAS",51,2019,306,"2019-12-15",2019,51,12,4
"SAN LUIS POTOSÍ",51,2019,208,"2019-12-15",2019,51,12,4
"VERACRUZ",51,2019,694,"2019-12-15",2019,51,12,4
"PUEBLA",51,2019,50,"2019-12-15",2019,51,12,4
"COAHUILA",51,2019,4,"2019-12-15",2019,51,12,4
"NAYARIT",51,2019,245,"2019-12-15",2019,51,12,4
"HIDALGO",51,2019,29,"2019-12-15",2019,51,12,4
"SINALOA",51,2019,91,"2019-12-15",2019,51,12,4
"MORELOS",51,2019,119,"2019-12-15",2019,51,12,4
"GUERRERO",51,2019,176,"2019-12-15",2019,51,12,4
"TABASCO",51,2019,221,"2019-12-15",2019,51,12,4
"COLIMA",51,2019,64,"2019-12-15",2019,51,12,4
"QUERÉTARO",51,2019,3,"2019-12-15",2019,51,12,4
"GUANAJUATO",51,2019,30,"2019-12-15",2019,51,12,4
"CHIAPAS",51,2019,110,"2019-12-15",2019,51,12,4
"OAXACA",51,2019,199,"2019-12-15",2019,51,12,4
"QUINTANA ROO",51,2019,341,"2019-12-15",2019,51,12,4
"MÉXICO",51,2019,14,"2019-12-15",2019,51,12,4
"YUCATÁN",51,2019,131,"2019-12-15",2019,51,12,4
"DURANGO",51,2019,0,"2019-12-15",2019,51,12,4
"CAMPECHE",51,2019,59,"2019-12-15",2019,51,12,4
"BAJA CALIFORNIA SUR",51,2019,2,"2019-12-15",2019,51,12,4
"ZACATECAS",51,2019,1,"2019-12-15",2019,51,12,4
"SONORA",51,2019,30,"2019-12-15",2019,51,12,4
"AGUASCALIENTES",51,2019,0,"2019-12-15",2019,51,12,4
"BAJA CALIFORNIA",51,2019,0,"2019-12-15",2019,51,12,4
"CHIHUAHUA",51,2019,0,"2019-12-15",2019,51,12,4
"CIUDAD DE MÉXICO",51,2019,3,"2019-12-15",2019,51,12,4
"TLAXCALA",51,2019,0,"2019-12-15",2019,51,12,4
"JALISCO",52,2019,245,"2019-12-22",2019,52,12,4
"MICHOACÁN",52,2019,22,"2019-12-22",2019,52,12,4
"NUEVO LEÓN",52,2019,3,"2019-12-22",2019,52,12,4
"TAMAULIPAS",52,2019,128,"2019-12-22",2019,52,12,4
"SAN LUIS POTOSÍ",52,2019,41,"2019-12-22",2019,52,12,4
"VERACRUZ",52,2019,284,"2019-12-22",2019,52,12,4
"COAHUILA",52,2019,1,"2019-12-22",2019,52,12,4
"PUEBLA",52,2019,11,"2019-12-22",2019,52,12,4
"NAYARIT",52,2019,82,"2019-12-22",2019,52,12,4
"HIDALGO",52,2019,18,"2019-12-22",2019,52,12,4
"SINALOA",52,2019,40,"2019-12-22",2019,52,12,4
"MORELOS",52,2019,48,"2019-12-22",2019,52,12,4
"GUERRERO",52,2019,99,"2019-12-22",2019,52,12,4
"TABASCO",52,2019,107,"2019-12-22",2019,52,12,4
"COLIMA",52,2019,35,"2019-12-22",2019,52,12,4
"QUERÉTARO",52,2019,0,"2019-12-22",2019,52,12,4
"GUANAJUATO",52,2019,5,"2019-12-22",2019,52,12,4
"CHIAPAS",52,2019,56,"2019-12-22",2019,52,12,4
"OAXACA",52,2019,56,"2019-12-22",2019,52,12,4
"QUINTANA ROO",52,2019,200,"2019-12-22",2019,52,12,4
"MÉXICO",52,2019,5,"2019-12-22",2019,52,12,4
"YUCATÁN",52,2019,73,"2019-12-22",2019,52,12,4
"DURANGO",52,2019,0,"2019-12-22",2019,52,12,4
"CAMPECHE",52,2019,15,"2019-12-22",2019,52,12,4
"BAJA CALIFORNIA SUR",52,2019,2,"2019-12-22",2019,52,12,4
"ZACATECAS",52,2019,0,"2019-12-22",2019,52,12,4
"SONORA",52,2019,14,"2019-12-22",2019,52,12,4
"AGUASCALIENTES",52,2019,0,"2019-12-22",2019,52,12,4
"BAJA CALIFORNIA",52,2019,0,"2019-12-22",2019,52,12,4
"CHIHUAHUA",52,2019,0,"2019-12-22",2019,52,12,4
"CIUDAD DE MÉXICO",52,2019,4,"2019-12-22",2019,52,12,4
"TLAXCALA",52,2019,0,"2019-12-22",2019,52,12,4
"CIUDAD DE MÉXICO",30,2017,2,"2017-07-23",2017,30,7,2
"CIUDAD DE MÉXICO",31,2017,5,"2017-07-30",2017,31,7,2
"CIUDAD DE MÉXICO",32,2017,2,"2017-08-06",2017,32,8,2
"CIUDAD DE MÉXICO",33,2017,4,"2017-08-13",2017,33,8,2
"CIUDAD DE MÉXICO",34,2017,7,"2017-08-20",2017,34,8,2
"CIUDAD DE MÉXICO",35,2017,5,"2017-08-27",2017,35,8,2
"CIUDAD DE MÉXICO",36,2017,11,"2017-09-03",2017,36,9,2
"CIUDAD DE MÉXICO",37,2017,4,"2017-09-10",2017,37,9,2
"CIUDAD DE MÉXICO",38,2017,1,"2017-09-17",2017,38,9,2
"CIUDAD DE MÉXICO",39,2017,5,"2017-09-24",2017,39,9,2
"CIUDAD DE MÉXICO",40,2017,4,"2017-10-01",2017,40,10,2
"CIUDAD DE MÉXICO",41,2017,0,"2017-10-08",2017,41,10,2
"CIUDAD DE MÉXICO",42,2017,2,"2017-10-15",2017,42,10,2
"CIUDAD DE MÉXICO",43,2017,1,"2017-10-22",2017,43,10,2
"CIUDAD DE MÉXICO",44,2017,5,"2017-10-29",2017,44,10,2
"CIUDAD DE MÉXICO",45,2017,5,"2017-11-05",2017,45,11,2
"GUANAJUATO",46,2017,1117,"2017-11-12",2017,46,11,2
"NUEVO LEÓN",46,2017,869,"2017-11-12",2017,46,11,2
"VERACRUZ",46,2017,174,"2017-11-12",2017,46,11,2
"CHIAPAS",46,2017,50,"2017-11-12",2017,46,11,2
"JALISCO",46,2017,873,"2017-11-12",2017,46,11,2
"TAMAULIPAS",46,2017,208,"2017-11-12",2017,46,11,2
"PUEBLA",46,2017,77,"2017-11-12",2017,46,11,2
"HIDALGO",46,2017,11,"2017-11-12",2017,46,11,2
"GUERRERO",46,2017,27,"2017-11-12",2017,46,11,2
"DURANGO",46,2017,94,"2017-11-12",2017,46,11,2
"MICHOACÁN",46,2017,108,"2017-11-12",2017,46,11,2
"MÉXICO",46,2017,64,"2017-11-12",2017,46,11,2
"MORELOS",46,2017,95,"2017-11-12",2017,46,11,2
"SONORA",46,2017,55,"2017-11-12",2017,46,11,2
"QUINTANA ROO",46,2017,17,"2017-11-12",2017,46,11,2
"SAN LUIS POTOSÍ",46,2017,22,"2017-11-12",2017,46,11,2
